startdate,enddate,status,progress,durationinseconds,finished,recordeddate,responseid,externalreference,distributionchannel,userlanguage,prolific_pid,empstat
2023-02-05 14:44:00,2023-02-05 14:44:05,0,100,5,1,2023-02-05 14:44:06,R_zSSZBynZ9jIbLkB,*******,anonymous,EN,5f010025a6a64bd5ca93b493dcf7106bb485dbdba82367e3af21ffe3425dce14,1
2023-02-08 09:06:51,2023-02-08 09:07:01,0,100,9,1,2023-02-08 09:07:01,R_2Wu9uXmxZo5UlmX,*******,anonymous,EN,4cbaf6874ba442c3003cb8ef684d903629c7b80d174288e311df772111ce8169,3
2023-02-05 14:44:04,2023-02-05 14:44:15,0,100,11,1,2023-02-05 14:44:15,R_3nc4vK74mWeIDVy,*******,anonymous,EN,30ba3e56e786e0c050148bcf40a04c6981261a06c19fe1dfa7a017c9a9ea7449,1
2023-02-06 15:16:59,2023-02-06 15:17:07,0,100,8,1,2023-02-06 15:17:08,R_3lpkHT8v3sKSy4h,*******,anonymous,EN,430b51092109bf2d19a2ff429a291a72870dde67ab5e55096487e7b129d7258c,2
2023-02-05 20:01:14,2023-02-05 20:01:21,0,100,6,1,2023-02-05 20:01:22,R_3MoeZQWrWaxCLhk,*******,anonymous,EN,49b15cd5da76e7b049c8b1f3e721666bf7862e2e448f4919e9d45ded5826681d,1
2023-02-05 16:10:25,2023-02-05 16:10:39,0,100,13,1,2023-02-05 16:10:39,R_1QoK7E0NC2B2itv,*******,anonymous,EN,5877aaccba529f43e4df3adf9ed1cd6977e61a920d951c8c8688b9dfe714817d,1
2023-02-05 17:39:36,2023-02-05 17:39:42,0,100,5,1,2023-02-05 17:39:42,R_27e4m6uYxycXkrL,*******,anonymous,EN,20d58eff8101ac279ba9b59dada68cb8fcf91079522875d34e6f6a2a6c78b59d,1
2023-02-06 11:00:41,2023-02-06 11:01:00,0,100,19,1,2023-02-06 11:01:01,R_DrbM6RHuDW5RzZ7,*******,anonymous,EN,babcc378d2921ba67602a96ae264b9a59388884c1f28dc512134d85f72202b4f,1
2023-02-07 21:25:08,2023-02-07 21:25:14,0,100,6,1,2023-02-07 21:25:15,R_2fczYcgTXCphRPX,*******,anonymous,EN,d3453828230e10570666932b2c528d8f73ec585747442e2f609697e32a175704,1
2023-02-05 15:42:51,2023-02-05 15:42:59,0,100,8,1,2023-02-05 15:43:00,R_2wFABXuAbAdTZjs,*******,anonymous,EN,f0d77d428cfbce445fc713ba75614651b6cbf1fd494a23bdb4bcebec58c93db0,1
2023-02-06 03:33:30,2023-02-06 03:34:29,0,100,58,1,2023-02-06 03:34:29,R_3dGQApLo0N064ov,*******,anonymous,EN,e000de73983d30a25ac9613628f3c898cb1db322c516649c1c2b51008a5a7da7,1
2023-02-05 16:05:55,2023-02-05 16:06:02,0,100,7,1,2023-02-05 16:06:03,R_2eUunvql06OVb2g,*******,anonymous,EN,8c00b0e405eda3b9d3e24fd0029f051de81d045984d3048baf12903f6ea121bb,1
2023-02-05 15:32:49,2023-02-05 15:32:53,0,100,3,1,2023-02-05 15:32:54,R_7QFXzrnvCJ8nK6J,*******,anonymous,EN,4c4a070d3add9c77594823c9fc983cb58fc6478b75bb8edc08f40c14561fbb06,1
2023-02-05 17:55:09,2023-02-05 17:55:15,0,100,6,1,2023-02-05 17:55:16,R_2f7dhC3Ch7Dwp87,*******,anonymous,EN,f73f2cf5517d4f3ca157b0f2b317833fb30cb0df28316efd4966d4e5bde1efb9,3
2023-02-05 14:51:40,2023-02-05 14:51:51,0,100,10,1,2023-02-05 14:51:52,R_11dxZt5uy3dWQY5,*******,anonymous,EN,0c9ffd8d33e5c046413d5f9cb357715e5d58c1da16a9555ac990cdd54c923baf,4
2023-02-06 18:30:40,2023-02-06 18:31:05,0,100,25,1,2023-02-06 18:31:06,R_3dQDAVL1KgZyQJb,*******,anonymous,EN,cc7722a8b6b59946d2f2747a4ee03315c51f48747ff75377ae112b9fa0eed0e9,1
2023-02-06 05:11:08,2023-02-06 05:11:15,0,100,6,1,2023-02-06 05:11:15,R_2ZVNUxZM2pWzDCV,*******,anonymous,EN,1a16ca5c343652476ac9796474e758d395b9f6023b7306d7b6edfa7bc132b733,1
2023-02-07 00:28:27,2023-02-07 00:28:38,0,100,10,1,2023-02-07 00:28:38,R_20TGj4Pnb975bGo,*******,anonymous,EN,695fae8d7cb7fb237dfb3358db13e80d66f90b8c69a5a4125a61039664f78729,2
2023-02-06 21:46:12,2023-02-06 21:46:20,0,100,7,1,2023-02-06 21:46:20,R_1dfTmUvaUgAQkLr,*******,anonymous,EN,abfec9c1e0a110f577f0e2560cc7e458a413cb246d012aeac894d6a406b3f59d,3
2023-02-05 14:48:39,2023-02-05 14:48:50,0,100,10,1,2023-02-05 14:48:50,R_2sat63hPPtLvGsH,*******,anonymous,EN,750ce49c77f1ef7f033ba4d979ffd858ebfd0f456965c7c04a8e06ce80ba9d16,1
2023-02-05 17:53:51,2023-02-05 17:53:56,0,100,4,1,2023-02-05 17:53:56,R_2Xne4w62FDcwf8p,*******,anonymous,EN,29cc2f2610be72e5f2cf2488c2d82df03b566298797cb3c44303cc2e65fb480f,1
2023-02-05 14:51:30,2023-02-05 14:51:39,0,100,8,1,2023-02-05 14:51:39,R_1k0uzlxlzxLJkNj,*******,anonymous,EN,1b0248193e998aac815c1957f49b7044674b909da54a291baa243f5c7f3678b4,2
2023-02-05 19:19:10,2023-02-05 19:19:21,0,100,10,1,2023-02-05 19:19:21,R_1KxoimT5JXzkUmn,*******,anonymous,EN,2c2b9d43a2d7f9ac9a467883b16201bf8768359454ac53ebf56728fe7a56d2c7,1
2023-02-06 05:20:28,2023-02-06 05:20:35,0,100,6,1,2023-02-06 05:20:35,R_1rAfMjhZVs2qjTC,*******,anonymous,EN,6d34500833c4d07095ca72ba48570f2301f4911ce0bab5daf338919b69201c09,1
2023-02-05 14:48:45,2023-02-05 14:48:51,0,100,5,1,2023-02-05 14:48:51,R_10HhrxzQ5j2uGhj,*******,anonymous,EN,4a4c96f16ac10c3d8ae83712e5812da3bdd13079bc365f40e20a6590c3335b0b,1
2023-02-05 16:09:04,2023-02-05 16:09:18,0,100,14,1,2023-02-05 16:09:19,R_1DCOQuojQVNfLhn,*******,anonymous,EN,a6bb774401956c8b39bc2e7aada05696b85bc47f6b22bfb42c09ea65bf9519d9,3
2023-02-05 19:31:51,2023-02-05 19:31:55,0,100,3,1,2023-02-05 19:31:56,R_1F5FKLrOBT9ZOWC,*******,anonymous,EN,860cfd7659d1e713e9b939a4238bc8e0105efab5e7742aa08d641b41f628f9e3,1
2023-02-05 14:48:17,2023-02-05 14:48:24,0,100,6,1,2023-02-05 14:48:24,R_1GK7xZ8YbIF118s,*******,anonymous,EN,f13568c75d1509ccc7d6bc9cd076547c5c9df3dda9e726159640db4db0de48d4,1
2023-02-06 11:53:52,2023-02-06 11:54:00,0,100,8,1,2023-02-06 11:54:04,R_1Eb7VinaJaaLDQO,*******,anonymous,EN,d56a0645ee2103e01f794ff09d7d2d7bbd53d21d65866a0d80d05f66352f424e,1
2023-02-15 08:44:47,2023-02-15 08:45:09,0,100,21,1,2023-02-15 08:45:09,R_2CfaeDee1daqUvn,*******,anonymous,EN,43682e6112d7289cdb1d0cfc524a4bf26a041acad155d851fadc06a2428cdef4,1
2023-02-05 18:06:53,2023-02-05 18:07:02,0,100,9,1,2023-02-05 18:07:03,R_2uTFTZ58ohtdEVP,*******,anonymous,EN,c722470536e56a962e58d5f138edc961d1133a4df694271afa8d46b21afacafd,1
2023-02-05 15:12:44,2023-02-05 15:12:56,0,100,12,1,2023-02-05 15:12:57,R_2afCaXDj2ZO3nIh,*******,anonymous,EN,01fac14396bd1c65bb6cd09a7e378b70ee0f92fb75aada27dc58f00052ceba2c,1
2023-02-08 08:45:10,2023-02-08 08:45:26,0,100,15,1,2023-02-08 08:45:27,R_2dRYfKcH4s4OMsA,*******,anonymous,EN,070ef0a500914fffd3dba35fa923e9faa80b48be9b6fed2e7392469fbc46ceb4,2
2023-02-06 13:20:29,2023-02-06 13:20:35,0,100,6,1,2023-02-06 13:20:36,R_2S96FUtpb4LJk2D,*******,anonymous,EN,3cef9ad02d99fa8696c9db4c2b539309734675ef1cd61bde8b40080b02f1b180,1
2023-02-05 22:28:42,2023-02-05 22:29:06,0,100,24,1,2023-02-05 22:29:07,R_124G2epTr5pHeKV,*******,anonymous,EN,13cb21043ba437604f8ffc843a03dc1c9f98a4008c99737c295692c45e1fa692,1
2023-02-05 19:46:20,2023-02-05 19:46:27,0,100,6,1,2023-02-05 19:46:27,R_2QSURxH0U4ThemC,*******,anonymous,EN,aea0b9852938f86788ca5cf55ba2697b1fcb76cfd2a98cb10f44ad26a2cc2eac,1
2023-02-06 21:40:58,2023-02-06 21:41:03,0,100,5,1,2023-02-06 21:41:04,R_1Q9KKwdxMPy0i1a,*******,anonymous,EN,1f5cd00d196b3b9ce2ab3286fa4728a75f9ed10619e1befb47568fb127b6be49,1
2023-02-05 14:50:57,2023-02-05 14:51:21,0,100,23,1,2023-02-05 14:51:21,R_3p2PyCcsi8Ot1FK,*******,anonymous,EN,24b983051efc656e0df04e1d6571497ac2a579569df5ba043d65a5a01338c4e2,1
2023-02-05 18:20:11,2023-02-05 18:20:18,0,100,7,1,2023-02-05 18:20:19,R_3k6Z9c6KtP5iB9j,*******,anonymous,EN,7822ae8cc184642dae03f517217a8bbd6cec3098b2faec7b3dc0aaa27d11840f,1
2023-02-07 19:50:21,2023-02-07 19:50:28,0,100,6,1,2023-02-07 19:50:29,R_2UcqomYsGYWiONH,*******,anonymous,EN,7e873e6a33739c3667fcb811029a99ebf2ee25fb107442bedfbf2fd71f3f7b59,3
2023-02-05 15:36:17,2023-02-05 15:36:31,0,100,13,1,2023-02-05 15:36:31,R_1pGNhPUQ1eDxW5c,*******,anonymous,EN,3b138491e4f9fb19200d40fec8afb706da15d65954eaa6e344c79b0fca8182d5,2
2023-02-05 15:00:12,2023-02-05 15:00:27,0,100,15,1,2023-02-05 15:00:27,R_rf4oqRXpTLLrdwl,*******,anonymous,EN,26dae773a485c132d9154663f2f3faab40270872d1d8d9cb1ab37d046cd72e31,1
2023-02-05 23:10:14,2023-02-05 23:10:24,0,100,10,1,2023-02-05 23:10:25,R_1gd4oeoboOUSBmX,*******,anonymous,EN,920dc1236b2bce52eba2854e6cee6914e81e8bb3840cf9ead76373c3d05bfcdb,1
2023-02-15 14:43:48,2023-02-15 14:43:52,0,100,4,1,2023-02-15 14:43:53,R_1nW2wykwWBXtLCn,*******,anonymous,EN,ade8b4a52e980c7c902381453969eb8cc9b377e476f3c813930414ed6f033bf2,1
2023-02-05 15:19:29,2023-02-05 15:19:35,0,100,5,1,2023-02-05 15:19:35,R_1hTr91TtfUANz4H,*******,anonymous,EN,2993ad8ec02ab3ddc670f9763ccfa57f56a4872469bd6ba37ff8f3211403f2bc,1
2023-02-05 17:58:05,2023-02-05 17:58:11,0,100,6,1,2023-02-05 17:58:11,R_8ANyWXUZrq0N8op,*******,anonymous,EN,5379958e6b1ac42a2f2970ef8573a30d175f5952cff7fa7c44bb7bd7b7ebe1e5,1
2023-02-05 17:15:45,2023-02-05 17:15:50,0,100,4,1,2023-02-05 17:15:50,R_agxrUsHHYylHSH7,*******,anonymous,EN,5211bfa0198682200043811868595523081c403e85762ee94debb47fbc6c3219,1
2023-02-05 15:19:58,2023-02-05 15:20:11,0,100,13,1,2023-02-05 15:20:12,R_2Xb5ry0IKsfIdKh,*******,anonymous,EN,6e7c82cab8d7be5e480d6ee3411b776e17425d6398cf6ddab1a7b7b64569cb18,1
2023-02-05 21:47:36,2023-02-05 21:47:45,0,100,9,1,2023-02-05 21:47:45,R_3IWrAW5kPZh774e,*******,anonymous,EN,3987c615857edd5c0dd091db195e5d66cf1abd409d0527c44157961dc2ea0c70,1
2023-02-05 15:03:25,2023-02-05 15:03:33,0,100,7,1,2023-02-05 15:03:33,R_erkLhhXeXBXFwit,*******,anonymous,EN,a85ce360b3a1c8dac7a673b6288e8e8f421e7a8a4c61036f29520d9444e89b42,1
2023-02-06 12:54:51,2023-02-06 12:55:08,0,100,16,1,2023-02-06 12:55:09,R_eP7QECraIc4ieJP,*******,anonymous,EN,5c84418354448a92b61aaa11362733d02e4702565cefdbf19201289420cdf663,1
2023-02-05 14:45:00,2023-02-05 14:45:16,0,100,16,1,2023-02-05 14:45:16,R_BsNCchb0qlDUWVX,*******,anonymous,EN,ca10748272e792e83b5252314dfb6ccf5d1086e7e302a10588ab6619fa1bf7f0,1
2023-02-07 22:31:50,2023-02-07 22:31:58,0,100,7,1,2023-02-07 22:31:58,R_XOsbHPBDTzi5PfX,*******,anonymous,EN,f81c8c06594c7efacb6d4d799e6de940b9e31845e04739f57cef140e9812ac26,1
2023-02-09 19:37:32,2023-02-09 19:37:45,0,100,12,1,2023-02-09 19:37:45,R_bruIrUa0gO7kEX7,*******,anonymous,EN,ad80ac81b9edc142afe302fd2b362347054527763e6b935330efd01835dd0e08,1
2023-02-05 21:18:50,2023-02-05 21:18:56,0,100,6,1,2023-02-05 21:18:56,R_1IS1qhJWmJvBOgJ,*******,anonymous,EN,a19df68a39faf415b5141858c1738a4630420122f2618188d77e70f0097ef790,1
2023-02-05 15:32:30,2023-02-05 15:32:36,0,100,6,1,2023-02-05 15:32:37,R_2uNAYxarqrRlIzI,*******,anonymous,EN,6923bb6be90ffb61c4bc3cb4f2801fa8b08b00d7c92822c276ff8886bff6f254,1
2023-02-05 15:05:13,2023-02-05 15:05:23,0,100,9,1,2023-02-05 15:05:23,R_3nqJj9X7Iesp6SC,*******,anonymous,EN,b71966b20508041b3a804b872df8f63e28cac10f260ab24591c744efccca84f0,1
2023-02-06 11:25:25,2023-02-06 11:26:25,0,100,60,1,2023-02-06 11:26:26,R_10BZBz64edRRwZa,*******,anonymous,EN,a7ea99a57fae2856cfbe787c56112fce6e5ecb5922587ca4dea3480be0e54eff,2
2023-02-05 21:53:07,2023-02-05 21:53:16,0,100,9,1,2023-02-05 21:53:17,R_12hyM9hnI6WsDLF,*******,anonymous,EN,79bbe3f828b51b4ee4904bbe5a542b34106a6e5559aaa94f75de35262e94bce6,1
2023-02-05 15:37:33,2023-02-05 15:37:41,0,100,7,1,2023-02-05 15:37:41,R_2V1OInYMWGFxltG,*******,anonymous,EN,d56a3bd4a4956615cf93695292f6b9db165735eae6e53c2038dc1d56f062e14a,2
2023-02-05 15:58:46,2023-02-05 15:58:53,0,100,6,1,2023-02-05 15:58:53,R_1exybDes4hngjWs,*******,anonymous,EN,d3d32de6ea41c3287b92daba13b7f3d708e50549b8dacc319e9af29981a0ac9d,3
2023-02-06 11:18:19,2023-02-06 11:18:28,0,100,9,1,2023-02-06 11:18:29,R_22kTp7cAv8WZ3Un,*******,anonymous,EN,656db95331d4821ff09ced8b0ad578419e23b5553db0c6289f1ccc84dde2e0d2,2
2023-02-06 05:07:50,2023-02-06 05:08:02,0,100,12,1,2023-02-06 05:08:02,R_UW6RrCPlQSkfD1v,*******,anonymous,EN,d97cbd29d54f96708a0f75f502cea7c9f41ec64b3f1be4fd0b3e6320b7ab0379,2
2023-02-05 15:06:21,2023-02-05 15:06:31,0,100,10,1,2023-02-05 15:06:32,R_2QVEh0VvD9q8dhv,*******,anonymous,EN,f42e0c7cfab2f5c56c238b39e4cfcb86513a9f2b0bf66c33d827a154f52ef610,1
2023-02-06 17:22:55,2023-02-06 17:23:05,0,100,10,1,2023-02-06 17:23:05,R_2UfiRJQkJAIqf2l,*******,anonymous,EN,67b63a4921d438ccdf37141132c1e71b3ecd602b0ec977389c6de98b05201590,1
2023-02-05 14:59:32,2023-02-05 14:59:40,0,100,8,1,2023-02-05 14:59:41,R_10rssMeBqvRdxzR,*******,anonymous,EN,be74334e68166a90cae29945b25e3ca1040a6f4b5198f45da76fb327212bcc72,1
2023-02-05 14:55:36,2023-02-05 14:55:45,0,100,9,1,2023-02-05 14:55:45,R_10qrZ8gsyzoGyY5,*******,anonymous,EN,2c05c0844d90637a0fb313f49a5cefa114710a3eb3d2e3d932765e58075e1f6e,2
2023-02-08 13:27:36,2023-02-08 13:27:49,0,100,12,1,2023-02-08 13:27:50,R_1CHNGjzkCrtDMnp,*******,anonymous,EN,8f906fe13b3a4168a0da18d8c45968e0bff4fe333a95b9f48024700b7a1083b7,1
2023-02-06 10:11:07,2023-02-06 10:11:19,0,100,12,1,2023-02-06 10:11:20,R_1re9g9FecBZayzf,*******,anonymous,EN,14e539841f701bb671d760a0d22f20607a36dbfb4d708a675dc636e376e36214,1
2023-02-05 17:14:02,2023-02-05 17:14:14,0,100,12,1,2023-02-05 17:14:15,R_3kNR4Smx5bubonM,*******,anonymous,EN,f384a2ca2a66aaf73be19763d87297b01da497e7a952e4b73d398014bfcc0d51,1
2023-02-12 05:47:52,2023-02-12 05:48:05,0,100,13,1,2023-02-12 05:48:06,R_12GCdYdXjmLlr6w,*******,anonymous,EN,cf4641349653dd1dc4bb9f7d4520fcced6616b86ffed36f266a7d5500ae7bd7f,1
2023-02-05 15:06:55,2023-02-05 15:07:21,0,100,25,1,2023-02-05 15:07:21,R_1pQgLOBsDccw4CV,*******,anonymous,EN,9510de57ebfd33d3483cff6004c3ce164c96dfdc5ae78ebb9bb7d19cb5e1b34e,1
2023-02-05 15:22:17,2023-02-05 15:22:26,0,100,8,1,2023-02-05 15:22:26,R_1AFziClAIP1UdTb,*******,anonymous,EN,118a0f9a5b0264a464e44f8f7c1ad39ddf24aebc5ecefaf0854408e123619ed1,1
2023-02-05 20:34:38,2023-02-05 20:34:42,0,100,4,1,2023-02-05 20:34:43,R_3hyz5l69gi4xIEO,*******,anonymous,EN,50c67874ba7022aa9b6e4ded6e25a1904d08ec9f82824fd61fa51ab04f4f051b,1
2023-02-16 10:54:35,2023-02-16 10:54:41,0,100,5,1,2023-02-16 10:54:42,R_2Yzlh9fUGrGQBGh,*******,anonymous,EN,3878c0b2e173ce79e494544c17935056756170ccea7c784aa994d4178fe11cdf,1
2023-02-05 15:00:55,2023-02-05 15:01:06,0,100,10,1,2023-02-05 15:01:06,R_27BAu8IVDVxRipb,*******,anonymous,EN,fe0c9fb2868c79ab92ce9837e3924b356ccf1419a9699538e36f1c4193feda3e,1
2023-02-08 12:27:13,2023-02-08 12:27:26,0,100,13,1,2023-02-08 12:27:27,R_UhbQPSPALwObV8B,*******,anonymous,EN,6c92e64630c700519f5e34e1ce2c4d506efff00e085a2c6512d05c5e437b311b,4
2023-02-05 17:46:04,2023-02-05 17:46:13,0,100,9,1,2023-02-05 17:46:13,R_2CdglFHDr9zFE3Y,*******,anonymous,EN,31c46d3bebe2c40aa706e39c7d512d95974ebbbb88d6bc1b03999fe46a8313f5,1
2023-02-05 14:43:57,2023-02-05 14:44:27,0,100,30,1,2023-02-05 14:44:28,R_1gIWa7aZJkyJOIK,*******,anonymous,EN,267f1db074bbaac0aae0f8941a61bb51df52b0b26f80270b8072119dfd19b262,1
2023-02-05 15:01:52,2023-02-05 15:02:06,0,100,14,1,2023-02-05 15:02:06,R_2PgP6xW2pUmHDsI,*******,anonymous,EN,d7832850b28462552c235109fac3ca2c7729ec9bfb1c299df777c7dcc10d6137,1
2023-02-06 13:28:23,2023-02-06 13:28:31,0,100,7,1,2023-02-06 13:28:31,R_1FlxcnwXCmW4mAW,*******,anonymous,EN,a298493d6c52e61061642c23f2131e1a74c30a81d809b1e23926ac5014a12ce6,1
2023-02-05 23:00:11,2023-02-05 23:00:43,0,100,31,1,2023-02-05 23:00:44,R_3qevMNoME2HBcDw,*******,anonymous,EN,16f260a764c51174120f5548a65bc6f9ae09af398e8926cc288fabb3f70b679d,1
2023-02-06 05:34:08,2023-02-06 05:34:14,0,100,5,1,2023-02-06 05:34:15,R_1hGMAZM2mOIctWr,*******,anonymous,EN,30d270e2b1d74fa09f28fb86c933e690bb46291164b308ddd2ee4ba270c8b8f7,3
2023-02-05 16:51:48,2023-02-05 16:52:03,0,100,15,1,2023-02-05 16:52:04,R_2PveUoPosrL9CiV,*******,anonymous,EN,8587c8f8852a5a5e427383cf0db1c7d3967e013bea3b6a3e99691814dddb52f6,2
2023-02-05 15:03:51,2023-02-05 15:03:58,0,100,6,1,2023-02-05 15:03:58,R_3MsWgUV3bizAk9F,*******,anonymous,EN,e29d53acc159184c710920e0b345c51537fd949475f000da690f1a8f643c1957,1
2023-02-05 22:54:26,2023-02-05 22:54:34,0,100,7,1,2023-02-05 22:54:35,R_3PelEQWKRLroVu9,*******,anonymous,EN,568a11f65c13bcfb3049a904d27091c5efc538153bf9b4380e63c48452f9198c,1
2023-02-06 00:55:41,2023-02-06 00:55:49,0,100,7,1,2023-02-06 00:55:49,R_2SHSG2WobWE7g4a,*******,anonymous,EN,5a642f6fa56d7f756d9a18c420de68ac4e402a158b397597636da9741fa73007,1
2023-02-08 11:26:05,2023-02-08 11:26:10,0,100,5,1,2023-02-08 11:26:10,R_BX8jE0K04hkecYp,*******,anonymous,EN,676ddf1684d5df837608cd4e4523730a9e53b00ea32d0695214ac0e32a128727,1
2023-02-05 15:43:17,2023-02-05 15:43:26,0,100,8,1,2023-02-05 15:43:26,R_3KwOQwHnl5C3kDX,*******,anonymous,EN,481bc65e7df9ed6df629db28d0567400b6b30031e101026b0b074b59d2ff5d25,1
2023-02-05 16:48:10,2023-02-05 16:48:15,0,100,5,1,2023-02-05 16:48:16,R_3KUQDcsUl5aomJH,*******,anonymous,EN,cb2c8258e69900f32d39c22bbb23e03db22229b5b052565fb5b688a32ee2cdad,1
2023-02-05 14:46:23,2023-02-05 14:46:34,0,100,10,1,2023-02-05 14:46:34,R_26guna3miO4IdLy,*******,anonymous,EN,d6611b860217dbb4def91320ebfdd9bcf4a31095acdf695e7069e8801fbd75d4,3
2023-02-07 00:19:38,2023-02-07 00:19:51,0,100,12,1,2023-02-07 00:19:52,R_2cw5MxD2Gcwxdzq,*******,anonymous,EN,2567d748778a84374236389f8069507a9cd3bd54cdf51384680d6b4f8b58569b,1
2023-02-05 14:44:30,2023-02-05 14:44:38,0,100,8,1,2023-02-05 14:44:38,R_1ez4XfMqQBAXzJq,*******,anonymous,EN,6571c0e4d3ceed33fbdfe88b6a3587b209abe7f04a6a0b4cff32c10eb825455b,1
2023-02-05 15:50:44,2023-02-05 15:51:15,0,100,31,1,2023-02-05 15:51:15,R_10NxNihpGxdZuff,*******,anonymous,EN,ad3f4cd6a3b1e3afbd54f5fceabd3d284cfd4ef2be3f884c974eb3318c115bae,1
2023-02-06 11:57:24,2023-02-06 11:57:35,0,100,11,1,2023-02-06 11:57:36,R_1ffpJVoVarEWEah,*******,anonymous,EN,2baaf3a40627effe4e0ce6db9c3b64114a5e500a91a52581ca44d5886fb13d2e,1
2023-02-05 16:56:46,2023-02-05 16:56:55,0,100,9,1,2023-02-05 16:56:56,R_1yJKufWQ8yVBEjv,*******,anonymous,EN,4f7bdbc72184cf1a91d4e2b753a36bd149023fb8cb1bb590c21d2f7674be74a9,2
2023-02-05 20:04:04,2023-02-05 20:04:16,0,100,11,1,2023-02-05 20:04:16,R_vxj4MiOH7TNTG8N,*******,anonymous,EN,1f80b69995a738576386e63d23275ff902834d636374c75e0c22a50d2a3b9ca9,3
2023-02-05 14:50:52,2023-02-05 14:51:02,0,100,9,1,2023-02-05 14:51:02,R_1gV0wiWQAbf4Km1,*******,anonymous,EN,75a993e8b87e07a581df982b4822d45499d459a2614fe6f916f8cabc440f8fe6,3
2023-02-05 16:46:31,2023-02-05 16:46:37,0,100,5,1,2023-02-05 16:46:37,R_1gkmDlnBk5XeVKI,*******,anonymous,EN,0def0286122a11be5e0a4f2a8c3e85d8b6cf51a5d6240720bbdf1fe0999e583a,1
